
Generated at: 2025/09/02 22:22:18
mirDIP version: 5.3.0.2.
Database version: 5.2.3.1



Gene Symbol     - 
Micro RNA       - hsa-miR-126-5p
Minimum Score   - Medium


Results (4872) 
Gene Symbol	Uniprot	Pseudogene	MicroRNA	Integrated Score	Number of Sources	Score Class	Sources
CYS1	Q717R9		hsa-miR-126-5p	0.398367003899081	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag
EXPH5	Q8NEV8		hsa-miR-126-5p	0.398159602645742	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
DBF4	Q9UBU7		hsa-miR-126-5p	0.398143462142833	7	High	MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirSNPInTarget|MirTar2|mirzag
PCGF5	Q86SE9		hsa-miR-126-5p	0.397968140719696	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|MirTar2|mirzag
SYS1	Q8N2H4		hsa-miR-126-5p	0.397817078317405	9	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirSNPInTarget|mirzag|PACCMIT
GPR88	Q9GZN0		hsa-miR-126-5p	0.397737941967934	7	High	DIANA|MBStar|miranda_May_2021|miRDB_v6|MirSNPInTarget|MirTar2|mirzag
NR5A2	O00482		hsa-miR-126-5p	0.397462549287945	8	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag|PACCMIT
ARHGEF12	Q9NZN5		hsa-miR-126-5p	0.397294849630454	8	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag|PACCMIT|RNA22
CD2AP	Q9Y5K6		hsa-miR-126-5p	0.397095432880735	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
SLC35A5	Q9BS91		hsa-miR-126-5p	0.396596027172549	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|MirSNPInTarget|MirTar2|mirzag
SOCS6	O14544		hsa-miR-126-5p	0.396389268461432	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirSNPInTarget|MirTar2|mirzag
MTAP	Q13126		hsa-miR-126-5p	0.396378054420372	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|MirSNPInTarget|MirTar2|mirzag
FAXC	Q5TGI0		hsa-miR-126-5p	0.396353050596992	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
MYBL1	P10243		hsa-miR-126-5p	0.39621857617123	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|PACCMIT
KBTBD6	Q86V97		hsa-miR-126-5p	0.396138763740654	9	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|RNA22
ZMYM6	O95789		hsa-miR-126-5p	0.395796723941768	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag
REEP3	Q6NUK4		hsa-miR-126-5p	0.395169765016533	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag
DNAJB4	Q9UDY4		hsa-miR-126-5p	0.39516623378693	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag
HELZ	P42694		hsa-miR-126-5p	0.394909535556292	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|mirzag|PACCMIT
C1GALT1	Q9NS00		hsa-miR-126-5p	0.394880417039402	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|MirTar2|mirzag
KATNBL1	Q9H079		hsa-miR-126-5p	0.394826936131561	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|MirSNPInTarget|MirTar2|mirzag
HMGXB4	Q9UGU5		hsa-miR-126-5p	0.394480249583821	6	High	DIANA|MirAncesTar|miranda_May_2021|MirTar2|mirzag|PACCMIT
BCL2L2	Q92843		hsa-miR-126-5p	0.394424194423	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag|PACCMIT
ASCC3	Q8N3C0		hsa-miR-126-5p	0.394357802978666	8	High	MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirSNPInTarget|MirTar2|mirzag
POLK	Q9UBT6		hsa-miR-126-5p	0.393744355522438	9	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|RNA22
MCHR2	Q969V1		hsa-miR-126-5p	0.393714280638957	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag
STK17B	O94768		hsa-miR-126-5p	0.393107780113297	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
CHIC1	Q5VXU3		hsa-miR-126-5p	0.392879180193271	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirSNPInTarget|MirTar2|mirzag
USP47	Q96K76		hsa-miR-126-5p	0.392671026196094	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag
ZKSCAN8	Q15776		hsa-miR-126-5p	0.39244729555983	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirSNPInTarget|MirTar2|mirzag
LACC1	Q8IV20		hsa-miR-126-5p	0.392087285950972	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MirTar2|mirzag
KLHDC10	Q6PID8		hsa-miR-126-5p	0.39202185102849	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|MirTar2|mirzag|PACCMIT
CPEB2	Q7Z5Q1		hsa-miR-126-5p	0.391819126502605	7	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag
PLOD2	O00469		hsa-miR-126-5p	0.391649889398184	9	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|MirTar2|mirzag
UBTD2	Q8WUN7		hsa-miR-126-5p	0.39149355338113	8	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|mirzag
TMEM131	Q92545		hsa-miR-126-5p	0.391241106557638	8	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag|PACCMIT|RNA22
FLT1	P17948		hsa-miR-126-5p	0.39117437366518	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|MirSNPInTarget|MirTar2|mirzag
UGT2B17	O75795		hsa-miR-126-5p	0.390924460606786	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MirTar2|mirzag
IL7	P13232		hsa-miR-126-5p	0.390862307019927	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
NR3C1	P04150		hsa-miR-126-5p	0.390761586356784	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|MirTar2|mirzag|RNA22
MOB1B	Q7L9L4		hsa-miR-126-5p	0.390612437918115	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
UBE2V2	Q15819		hsa-miR-126-5p	0.390539320450409	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
CA13	Q8N1Q1		hsa-miR-126-5p	0.390062581149318	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
PCSK2	P16519		hsa-miR-126-5p	0.390008729650818	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag
CILK1	Q9UPZ9		hsa-miR-126-5p	0.389928101260408	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag
PPP1R10	Q96QC0		hsa-miR-126-5p	0.389850223621226	6	High	DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|PACCMIT
NDUFA9	Q16795		hsa-miR-126-5p	0.389837594138641	7	High	DIANA|MirAncesTar|miranda_May_2021|mirbase|MiRNATIP|MirTar2|mirzag
KIRREL1	Q96J84		hsa-miR-126-5p	0.389155559952927	6	High	DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|RNA22
HOXB2	P14652		hsa-miR-126-5p	0.389134679426775	7	High	DIANA|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|mirzag|PACCMIT
ZIC5	Q96T25		hsa-miR-126-5p	0.389107642182	5	High	MBStar|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6
VGLL3	A8MV65		hsa-miR-126-5p	0.389081489149771	9	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirSNPInTarget|MirTar2|mirzag
CSNK1G3	Q9Y6M4		hsa-miR-126-5p	0.388743105180291	7	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
AMACR	Q9UHK6		hsa-miR-126-5p	0.388724805632602	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirSNPInTarget|MirTar2
USP12P1		Yes	hsa-miR-126-5p	0.388363049582399	7	High	Cupid|DIANA|MBStar|MirAncesTar|MiRNATIP|MirTar2|mirzag
PTPRO	Q16827		hsa-miR-126-5p	0.388243315007392	9	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|MirSNPInTarget|MirTar2|mirzag|RNA22
CTBS	Q01459		hsa-miR-126-5p	0.388195613005163	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag|RNA22
SLITRK4	Q8IW52		hsa-miR-126-5p	0.388133457141655	9	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|RNA22
MAPKAPK5	Q8IW41		hsa-miR-126-5p	0.388089508992858	8	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|MiRNATIP|mirzag
TMOD2	Q9NZR1		hsa-miR-126-5p	0.387910486441057	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|MirSNPInTarget|MirTar2|mirzag
REPS2	Q8NFH8		hsa-miR-126-5p	0.387708828867342	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirSNPInTarget|mirzag
MELK	Q14680		hsa-miR-126-5p	0.387644410268139	8	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|mirzag
PARP8	Q8N3A8		hsa-miR-126-5p	0.387561681496875	7	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|MirSNPInTarget|mirzag
RWDD4	Q6NW29		hsa-miR-126-5p	0.387345696270732	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag
CCR1	P32246		hsa-miR-126-5p	0.387195251895344	6	High	DIANA|MBStar|miranda_May_2021|miRDB_v6|MirTar2|mirzag
ZNF207	O43670		hsa-miR-126-5p	0.387041378320641	7	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
METTL17	Q9H7H0		hsa-miR-126-5p	0.386809082443616	5	High	MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|PACCMIT
MLPH	Q9BV36		hsa-miR-126-5p	0.386749982521172	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|RNA22
NAA50	Q9GZZ1		hsa-miR-126-5p	0.386734330584813	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirSNPInTarget|MirTar2
OGT	O15294		hsa-miR-126-5p	0.386713131061329	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag|PACCMIT
CRY1	Q16526		hsa-miR-126-5p	0.386668862462273	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|MirTar2|mirzag|PACCMIT
BHLHE41	Q9C0J9		hsa-miR-126-5p	0.386256918797519	8	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag|PACCMIT
LMO4	P61968		hsa-miR-126-5p	0.386141843373165	6	High	Cupid|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag
CYTIP	O60759		hsa-miR-126-5p	0.385963734395493	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MirTar2|mirzag
N4BP2	Q86UW6		hsa-miR-126-5p	0.385730127266134	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag|PACCMIT
ELAVL4	P26378		hsa-miR-126-5p	0.385627451682031	6	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|PACCMIT
PRRX1	P54821		hsa-miR-126-5p	0.385213844857828	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirSNPInTarget|mirzag
ZRANB1	Q9UGI0		hsa-miR-126-5p	0.385115618475666	10	High	bitargeting_May_2021|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirSNPInTarget|MirTar2|mirzag
ZNF81	P51508		hsa-miR-126-5p	0.385071635798335	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
SPATA18	Q8TC71		hsa-miR-126-5p	0.385057935353912	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirSNPInTarget|MirTar2|mirzag
P2RY12	Q9H244		hsa-miR-126-5p	0.384990518381967	6	High	DIANA|miranda_May_2021|mirbase|miRDB_v6|MirTar2|mirzag
MED14	O60244		hsa-miR-126-5p	0.384943590280194	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
CACNA1D	Q01668		hsa-miR-126-5p	0.384908620325514	7	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag|RNA22
COL12A1	Q99715		hsa-miR-126-5p	0.384750636131199	7	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag
NDFIP1	Q9BT67		hsa-miR-126-5p	0.384732052028291	6	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag
NPR3	P17342		hsa-miR-126-5p	0.384560796608942	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|MirSNPInTarget|MirTar2|mirzag
KIF3A	Q9Y496		hsa-miR-126-5p	0.384529051698765	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|MirTar2|mirzag
SECISBP2L	Q93073		hsa-miR-126-5p	0.384424050628003	9	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|RNA22
DOK6	Q6PKX4		hsa-miR-126-5p	0.384380677222081	9	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirSNPInTarget|MirTar2|mirzag
SLC7A14	Q8TBB6		hsa-miR-126-5p	0.384126448573222	7	High	MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirSNPInTarget|MirTar2|mirzag
NFYA	P23511		hsa-miR-126-5p	0.383673610531681	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|MirTar2|mirzag
CHD9	Q3L8U1		hsa-miR-126-5p	0.383635483546372	7	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2
TCFL5	Q9UL49		hsa-miR-126-5p	0.383425125964679	6	High	DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag
ATXN7	O15265		hsa-miR-126-5p	0.383198866584144	7	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
SETBP1	Q9Y6X0		hsa-miR-126-5p	0.383098196385283	8	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|MirTar2|mirzag|RNA22
ADAMTSL1	Q8N6G6		hsa-miR-126-5p	0.383003996736809	9	High	Cupid|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirSNPInTarget|mirzag|RNA22
PPP1R12B	O60237		hsa-miR-126-5p	0.38286867096369	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|MirTar2|mirzag
SGK3	Q96BR1		hsa-miR-126-5p	0.38263169943714	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
VWA8	A3KMH1		hsa-miR-126-5p	0.3825648996522	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag
MAP3K7	O43318		hsa-miR-126-5p	0.382417603364326	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
BMP3	P12645		hsa-miR-126-5p	0.382106212861299	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag|RNA22
CSF2RA	P15509		hsa-miR-126-5p	0.382004901737409	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MirTar2
DCLK2	Q8N568		hsa-miR-126-5p	0.38182391782686	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag|PACCMIT
CCDC13	Q8IYE1		hsa-miR-126-5p	0.381621216132179	6	High	DIANA|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MirTar2
FAM199X	Q6PEV8		hsa-miR-126-5p	0.38149725707859	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag
COA8	Q96IL0		hsa-miR-126-5p	0.381314782814818	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MirTar2
ZNF518A	Q6AHZ1		hsa-miR-126-5p	0.381248739259841	7	High	Cupid|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|MirSNPInTarget|mirzag
UNC5D	Q6UXZ4		hsa-miR-126-5p	0.381224031281723	9	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|RNA22
TMEM9B	Q9NQ34		hsa-miR-126-5p	0.38116322956871	9	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirSNPInTarget|mirzag|RNA22
WIPF2	Q8TF74		hsa-miR-126-5p	0.381070315885989	7	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag
SLC26A7	Q8TE54		hsa-miR-126-5p	0.380913634896005	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|MiRNATIP|MirTar2|mirzag
CHAMP1	Q96JM3		hsa-miR-126-5p	0.380789955803297	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirSNPInTarget|MirTar2|mirzag
SEPTIN7	Q16181		hsa-miR-126-5p	0.380783828352127	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirSNPInTarget|MirTar2
PRKCE	Q02156		hsa-miR-126-5p	0.380531767130796	8	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag|PACCMIT
DNAH5	Q8TE73		hsa-miR-126-5p	0.380100601235893	9	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP|MirTar2|mirzag
MCTP1	Q6DN14		hsa-miR-126-5p	0.379550329928649	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MiRNATIP
SMC2	O95347		hsa-miR-126-5p	0.379493776699344	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag|PACCMIT
TNFSF4	P23510		hsa-miR-126-5p	0.379327841090513	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag
ATXN7L1	Q9ULK2		hsa-miR-126-5p	0.379056812887908	7	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag|PACCMIT
PAX2	Q02962		hsa-miR-126-5p	0.379047752502575	6	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2
ARID1A	O14497		hsa-miR-126-5p	0.378890472194559	7	High	MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|PACCMIT
TMEM65	Q6PI78		hsa-miR-126-5p	0.378817788495071	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag
ZBTB38	Q8NAP3		hsa-miR-126-5p	0.378767794918928	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
ZFYVE16	Q7Z3T8		hsa-miR-126-5p	0.378589764422195	9	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
SLC16A7	O60669		hsa-miR-126-5p	0.378566175044031	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirSNPInTarget|mirzag
POU4F1	Q01851		hsa-miR-126-5p	0.3785604684816	7	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|mirzag|PACCMIT
KDM6A	O15550		hsa-miR-126-5p	0.378481206678132	6	High	Cupid|DIANA|MirAncesTar|miranda_May_2021|MirTar2|mirzag
HBS1L	Q9Y450		hsa-miR-126-5p	0.378455754589982	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|MirTar2|mirzag
SLC25A30	Q5SVS4		hsa-miR-126-5p	0.378330653490797	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirSNPInTarget|mirzag
DDIAS	Q8IXT1		hsa-miR-126-5p	0.378288984043779	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
DTL	Q9NZJ0		hsa-miR-126-5p	0.37817291022369	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|MirSNPInTarget|MirTar2|mirzag|RNA22
RAB11FIP2	Q7L804		hsa-miR-126-5p	0.378092668608238	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag
TAOK1	Q7L7X3		hsa-miR-126-5p	0.377925081808375	6	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|PACCMIT
KRR1	Q13601		hsa-miR-126-5p	0.377910440688339	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|MirTar2|mirzag
RFT1	Q96AA3		hsa-miR-126-5p	0.377586673101733	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirSNPInTarget|MirTar2|mirzag
SPAG9	O60271		hsa-miR-126-5p	0.377162382367812	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|MiRNATIP|mirzag|PACCMIT
ZFY	P08048		hsa-miR-126-5p	0.377136434460237	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|MirTar2|mirzag|RNA22
AASS	Q9UDR5		hsa-miR-126-5p	0.377021989281107	7	High	MBStar|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MirTar2|mirzag
SELENOT	P62341		hsa-miR-126-5p	0.376853083619564	6	High	MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag
RASSF6	Q6ZTQ3		hsa-miR-126-5p	0.376842006247935	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2
IL15	P40933		hsa-miR-126-5p	0.376441552787744	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag
GRID1	Q9ULK0		hsa-miR-126-5p	0.375880320163824	5	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|PACCMIT
RTN4RL1	Q86UN2		hsa-miR-126-5p	0.375668469606161	6	High	Cupid|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2
DGKB	Q9Y6T7		hsa-miR-126-5p	0.375305715603675	6	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|MirTar2|mirzag
SAMD4A	Q9UPU9		hsa-miR-126-5p	0.375094159513322	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|MirTar2|mirzag|RNA22
DIS3	Q9Y2L1		hsa-miR-126-5p	0.374978305637869	7	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag
ZNF793	Q6ZN11		hsa-miR-126-5p	0.374920679691819	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
BRD1	O95696		hsa-miR-126-5p	0.37483140163154	7	High	Cupid|DIANA|MirAncesTar|miranda_May_2021|MirTar2|mirzag|PACCMIT
VEGFA	P15692		hsa-miR-126-5p	0.374481603508042	6	High	Cupid|MBStar|MirAncesTar|miranda_May_2021|mirzag|PACCMIT
CRKL	P46109		hsa-miR-126-5p	0.374308638628906	6	High	Cupid|DIANA|MirAncesTar|miranda_May_2021|miRDB_v6|mirzag
ZIC2	O95409		hsa-miR-126-5p	0.374166232383808	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirSNPInTarget|MirTar2|mirzag
BPNT2	Q9NX62		hsa-miR-126-5p	0.37411542361185	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
TNFRSF19	Q9NS68		hsa-miR-126-5p	0.374074078103551	9	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MirSNPInTarget|MirTar2|mirzag
RAB3IP	Q96QF0		hsa-miR-126-5p	0.373931311180479	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
SLC2A11	Q9BYW1		hsa-miR-126-5p	0.373813204530229	7	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MirTar2|mirzag
GRHL2	Q6ISB3		hsa-miR-126-5p	0.373730400389009	9	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
OTULIN	Q96BN8		hsa-miR-126-5p	0.373396272132881	9	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag|RNA22
CRBN	Q96SW2		hsa-miR-126-5p	0.373325695570859	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|miRDB_v6|MirTar2|mirzag
NUP160	Q12769		hsa-miR-126-5p	0.373117854159917	7	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|mirbase|mirzag
ERG	P11308		hsa-miR-126-5p	0.372256869797147	8	High	Cupid|DIANA|MBStar|MirAncesTar|miranda_May_2021|MiRNATIP|mirzag|PACCMIT
L3MBTL4	Q8NA19		hsa-miR-126-5p	0.371792494259192	8	High	DIANA|MBStar|MirAncesTar|miranda_May_2021|miRDB_v6|MiRNATIP|MirTar2|mirzag
